frame,object_id,speed_m_s,speed_kmh
146,21,0.339,1.22
146,27,17.458,62.85
146,31,5.971,21.50
146,34,0.857,3.09
146,36,2.107,7.58
146,38,10.659,38.37
146,45,1.509,5.43
146,53,3.705,13.34
146,55,5.838,21.02
146,60,0.176,0.64
146,64,43.909,158.07
146,68,5.695,20.50
147,4,14.144,50.92
147,17,4.729,17.02
147,21,0.339,1.22
147,27,17.458,62.85
147,31,5.971,21.50
147,34,0.857,3.09
147,36,2.107,7.58
147,38,10.659,38.37
147,45,1.509,5.43
147,53,3.888,14.00
147,55,5.692,20.49
147,60,0.970,3.49
147,64,43.909,158.07
147,68,5.220,18.79
148,4,14.371,51.74
148,17,4.802,17.29
148,27,17.458,62.85
148,31,5.971,21.50
148,34,0.857,3.09
148,36,2.107,7.58
148,38,10.659,38.37
148,45,1.509,5.43
148,53,3.931,14.15
148,55,5.692,20.49
148,60,1.900,6.84
148,64,43.909,158.07
148,68,4.707,16.94
149,4,14.786,53.23
149,17,4.832,17.40
149,27,17.458,62.85
149,31,5.971,21.50
149,34,0.857,3.09
149,36,2.107,7.58
149,38,10.659,38.37
149,45,1.509,5.43
149,53,4.018,14.46
149,55,5.557,20.00
149,60,2.660,9.57
149,64,0.353,1.27
149,68,4.792,17.25
150,4,15.278,55.00
150,17,4.789,17.24
150,27,17.458,62.85
150,31,5.971,21.50
150,36,2.107,7.58
150,38,10.659,38.37
150,45,1.509,5.43
150,53,4.229,15.23
150,55,5.560,20.02
150,60,2.660,9.57
150,64,0.767,2.76
150,68,4.792,17.25
151,4,15.655,56.36
151,17,4.907,17.67
151,27,17.458,62.85
151,31,5.971,21.50
151,36,2.107,7.58
151,38,10.659,38.37
151,45,1.509,5.43
151,53,4.260,15.34
151,55,5.560,20.02
151,60,2.660,9.57
151,64,1.537,5.53
151,68,4.516,16.26
152,4,15.902,57.25
152,17,4.824,17.36
152,27,17.458,62.85
152,31,5.971,21.50
152,36,2.107,7.58
152,38,10.659,38.37
152,45,1.509,5.43
152,53,4.336,15.61
152,55,5.560,20.02
152,60,2.660,9.57
152,64,1.537,5.53
152,68,4.250,15.30
152,71,3.000,10.80
153,4,16.581,59.69
153,17,4.861,17.50
153,27,17.458,62.85
153,31,5.971,21.50
153,36,2.107,7.58
153,38,10.659,38.37
153,45,1.509,5.43
153,53,4.528,16.30
153,55,5.560,20.02
153,60,2.660,9.57
153,64,1.537,5.53
153,68,4.384,15.78
153,71,2.000,7.20
154,4,16.997,61.19
154,17,4.861,17.50
154,27,17.458,62.85
154,36,2.107,7.58
154,38,10.659,38.37
154,45,1.509,5.43
154,53,4.550,16.38
154,55,5.560,20.02
154,60,2.660,9.57
154,64,1.537,5.53
154,68,4.384,15.78
154,71,0.000,0.00
155,4,17.414,62.69
155,17,5.017,18.06
155,27,17.458,62.85
155,38,10.659,38.37
155,45,1.509,5.43
155,53,4.616,16.62
155,55,5.560,20.02
155,60,2.660,9.57
155,64,1.537,5.53
155,68,4.384,15.78
155,71,0.000,0.00
155,72,0.000,0.00
156,4,18.093,65.13
156,17,5.059,18.21
156,38,10.659,38.37
156,45,1.509,5.43
156,53,4.635,16.69
156,55,5.560,20.02
156,60,2.660,9.57
156,64,1.537,5.53
156,68,4.384,15.78
156,71,0.000,0.00
156,72,0.000,0.00
156,73,0.000,0.00
157,4,18.604,66.97
157,17,5.024,18.09
157,38,10.659,38.37
157,45,1.509,5.43
157,53,4.654,16.75
157,55,5.560,20.02
157,60,2.660,9.57
157,64,1.537,5.53
157,68,4.384,15.78
157,71,0.000,0.00
157,72,0.000,0.00
157,73,3.000,10.80
158,4,18.867,67.92
158,17,5.232,18.83
158,38,10.659,38.37
158,45,1.509,5.43
158,53,4.821,17.36
158,55,5.560,20.02
158,60,2.660,9.57
158,64,1.537,5.53
158,68,4.384,15.78
158,71,0.000,0.00
158,72,0.000,0.00
158,73,4.472,16.10
159,4,19.056,68.60
159,17,5.282,19.02
159,38,10.659,38.37
159,45,1.509,5.43
159,53,4.877,17.56
159,55,5.560,20.02
159,60,2.660,9.57
159,64,1.537,5.53
159,68,4.384,15.78
159,71,0.000,0.00
159,72,0.000,0.00
159,73,5.408,19.47
160,4,19.338,69.62
160,17,5.282,19.02
160,38,10.659,38.37
160,45,1.509,5.43
160,53,4.890,17.60
160,55,5.560,20.02
160,60,2.660,9.57
160,64,1.537,5.53
160,68,4.384,15.78
160,71,0.000,0.00
160,72,0.000,0.00
160,73,5.408,19.47
160,74,6.000,21.60
161,4,19.565,70.43
161,17,5.335,19.21
161,38,10.659,38.37
161,45,1.509,5.43
161,53,5.044,18.16
161,55,5.560,20.02
161,60,2.660,9.57
161,64,1.537,5.53
161,68,4.384,15.78
161,71,0.000,0.00
161,72,0.000,0.00
161,73,5.408,19.47
161,74,4.243,15.27
162,4,19.792,71.25
162,17,5.335,19.21
162,38,10.659,38.37
162,53,5.054,18.19
162,55,5.560,20.02
162,60,2.660,9.57
162,64,1.537,5.53
162,68,4.384,15.78
162,71,0.000,0.00
162,72,0.000,0.00
162,73,5.408,19.47
162,74,4.000,14.40
163,4,19.792,71.25
163,17,5.476,19.71
163,38,10.659,38.37
163,53,5.200,18.72
163,55,5.560,20.02
163,60,2.660,9.57
163,64,1.537,5.53
163,68,4.384,15.78
163,71,0.000,0.00
163,72,0.000,0.00
163,73,5.408,19.47
163,74,4.743,17.08
164,4,19.792,71.25
164,17,5.428,19.54
164,38,6.699,24.12
164,53,5.206,18.74
164,55,5.560,20.02
164,60,2.660,9.57
164,64,1.537,5.53
164,68,4.384,15.78
164,71,0.000,0.00
164,72,0.000,0.00
164,73,5.408,19.47
164,74,6.119,22.03
165,4,19.792,71.25
165,17,5.428,19.54
165,38,7.185,25.86
165,53,5.250,18.90
165,55,5.560,20.02
165,60,2.660,9.57
165,64,1.537,5.53
165,68,4.384,15.78
165,71,0.000,0.00
165,72,0.000,0.00
165,73,5.408,19.47
165,74,6.119,22.03
165,75,0.000,0.00
166,4,19.792,71.25
166,17,5.428,19.54
166,38,7.320,26.35
166,53,5.255,18.92
166,55,5.560,20.02
166,60,2.660,9.57
166,64,1.537,5.53
166,68,4.384,15.78
166,71,0.000,0.00
166,72,0.000,0.00
166,73,5.408,19.47
166,74,6.119,22.03
166,75,0.000,0.00
166,76,0.000,0.00
167,4,19.792,71.25
167,17,5.599,20.16
167,38,7.320,26.35
167,53,5.388,19.40
167,55,5.560,20.02
167,60,2.660,9.57
167,64,1.537,5.53
167,68,4.384,15.78
167,71,0.000,0.00
167,72,0.000,0.00
167,73,5.408,19.47
167,74,6.119,22.03
167,75,0.000,0.00
167,76,0.000,0.00
167,77,0.000,0.00
168,4,19.792,71.25
168,17,5.760,20.74
168,38,7.320,26.35
168,53,5.392,19.41
168,55,5.560,20.02
168,60,2.660,9.57
168,64,1.537,5.53
168,68,4.384,15.78
168,71,0.000,0.00
168,72,0.000,0.00
168,73,5.408,19.47
168,74,6.119,22.03
168,75,0.000,0.00
168,76,0.000,0.00
168,77,3.000,10.80
168,78,12.000,43.20
169,4,19.792,71.25
169,17,5.821,20.96
169,38,7.320,26.35
169,53,5.465,19.67
169,55,5.560,20.02
169,60,2.660,9.57
169,64,1.537,5.53
169,68,4.384,15.78
169,71,0.000,0.00
169,72,0.000,0.00
169,73,5.408,19.47
169,74,6.119,22.03
169,75,0.000,0.00
169,76,0.000,0.00
169,77,4.472,16.10
169,78,9.487,34.15
170,4,19.792,71.25
170,17,5.966,21.48
170,38,7.320,26.35
170,53,5.467,19.68
170,55,5.560,20.02
170,60,2.660,9.57
170,64,1.537,5.53
170,68,4.384,15.78
170,71,0.000,0.00
170,72,0.000,0.00
170,73,5.408,19.47
170,74,6.119,22.03
170,75,0.000,0.00
170,76,0.000,0.00
170,77,7.500,27.00
170,78,8.000,28.80
171,4,19.792,71.25
171,17,5.867,21.12
171,38,7.320,26.35
171,53,5.468,19.68
171,55,5.560,20.02
171,60,2.660,9.57
171,64,1.537,5.53
171,68,4.384,15.78
171,71,0.000,0.00
171,72,0.000,0.00
171,73,5.408,19.47
171,74,6.119,22.03
171,75,0.000,0.00
171,76,0.000,0.00
171,77,7.500,27.00
171,78,7.649,27.53
172,4,19.792,71.25
172,17,5.867,21.12
172,38,7.320,26.35
172,53,5.554,20.00
172,55,5.560,20.02
172,60,2.660,9.57
172,64,1.537,5.53
172,68,4.384,15.78
172,71,0.000,0.00
172,72,0.000,0.00
172,73,5.408,19.47
172,74,6.119,22.03
172,75,0.000,0.00
172,76,0.000,0.00
172,77,6.000,21.60
172,78,7.589,27.32
173,4,19.792,71.25
173,17,6.001,21.60
173,38,7.320,26.35
173,53,5.588,20.12
173,55,5.560,20.02
173,60,2.660,9.57
173,64,1.537,5.53
173,68,4.384,15.78
173,71,0.000,0.00
173,72,0.000,0.00
173,73,5.408,19.47
173,74,6.119,22.03
173,75,0.000,0.00
173,76,0.000,0.00
173,77,6.061,21.82
173,78,8.246,29.69
174,4,19.792,71.25
174,17,6.179,22.24
174,38,7.320,26.35
174,53,5.588,20.12
174,55,5.560,20.02
174,60,2.660,9.57
174,64,1.537,5.53
174,68,4.384,15.78
174,70,0.000,0.00
174,71,0.000,0.00
174,72,0.000,0.00
174,73,5.408,19.47
174,74,6.119,22.03
174,75,0.000,0.00
174,76,0.000,0.00
174,77,4.743,17.08
174,78,7.902,28.45
175,4,19.792,71.25
175,17,6.234,22.44
175,38,7.320,26.35
175,53,5.588,20.12
175,55,3.432,12.36
175,60,2.660,9.57
175,64,1.537,5.53
175,68,4.384,15.78
175,70,0.000,0.00
175,71,0.000,0.00
175,72,0.000,0.00
175,73,5.408,19.47
175,74,6.119,22.03
175,75,0.000,0.00
175,76,0.000,0.00
175,77,5.077,18.28
175,78,7.902,28.45
176,4,19.792,71.25
176,17,6.305,22.70
176,38,7.320,26.35
176,53,5.588,20.12
176,55,3.548,12.77
176,60,2.660,9.57
176,64,1.537,5.53
176,68,4.384,15.78
176,70,0.000,0.00
176,71,0.000,0.00
176,72,0.000,0.00
176,73,5.408,19.47
176,74,6.119,22.03
176,75,0.000,0.00
176,76,0.000,0.00
176,77,5.532,19.91
176,78,8.246,29.69
177,4,19.792,71.25
177,17,6.467,23.28
177,38,7.320,26.35
177,53,5.588,20.12
177,55,3.548,12.77
177,60,2.660,9.57
177,64,1.537,5.53
177,68,1.720,6.19
177,70,0.000,0.00
177,71,0.000,0.00
177,72,0.000,0.00
177,73,5.408,19.47
177,74,6.119,22.03
177,75,0.000,0.00
177,76,0.000,0.00
177,77,4.398,15.83
177,78,8.246,29.69
178,4,19.792,71.25
178,17,6.551,23.58
178,38,7.320,26.35
178,53,5.588,20.12
178,55,3.548,12.77
178,60,2.660,9.57
178,64,1.537,5.53
178,68,1.958,7.05
178,70,0.000,0.00
178,71,0.000,0.00
178,72,0.000,0.00
178,73,5.408,19.47
178,74,6.119,22.03
178,75,0.000,0.00
178,76,0.000,0.00
178,77,4.398,15.83
178,78,8.246,29.69
178,80,6.708,24.15
179,4,19.792,71.25
179,17,6.626,23.85
179,38,7.320,26.35
179,53,5.588,20.12
179,55,3.548,12.77
179,60,2.660,9.57
179,64,1.537,5.53
179,68,1.958,7.05
179,70,0.000,0.00
179,71,0.000,0.00
179,72,0.339,1.22
179,73,5.408,19.47
179,74,6.119,22.03
179,75,0.000,0.00
179,76,0.000,0.00
179,77,4.398,15.83
179,78,8.246,29.69
179,80,8.000,28.80
180,4,19.792,71.25
180,17,6.626,23.85
180,38,7.320,26.35
180,53,5.588,20.12
180,55,3.548,12.77
180,64,1.537,5.53
180,68,1.958,7.05
180,70,0.000,0.00
180,71,0.000,0.00
180,72,0.326,1.17
180,73,5.408,19.47
180,74,6.119,22.03
180,75,0.000,0.00
180,76,0.000,0.00
180,77,4.398,15.83
180,78,8.246,29.69
180,79,2.121,7.64
180,80,6.000,21.60
180,81,6.000,21.60
181,4,19.792,71.25
181,17,6.626,23.85
181,38,7.320,26.35
181,53,5.588,20.12
181,55,3.548,12.77
181,64,1.537,5.53
181,68,1.958,7.05
181,70,0.000,0.00
181,71,0.000,0.00
181,72,0.497,1.79
181,73,5.408,19.47
181,74,6.119,22.03
181,75,0.000,0.00
181,76,0.000,0.00
181,77,4.398,15.83
181,78,8.420,30.31
181,79,3.600,12.96
181,80,4.800,17.28
181,81,3.000,10.80
182,4,19.792,71.25
182,17,6.600,23.76
182,38,7.320,26.35
182,53,5.588,20.12
182,55,3.548,12.77
182,68,1.958,7.05
182,70,0.000,0.00
182,71,0.000,0.00
182,72,0.643,2.31
182,73,5.408,19.47
182,74,6.119,22.03
182,75,0.000,0.00
182,76,0.000,0.00
182,77,4.398,15.83
182,78,8.246,29.69
182,79,4.000,14.40
182,80,4.000,14.40
182,81,2.828,10.18
183,4,6.618,23.82
183,17,6.588,23.72
183,38,7.320,26.35
183,53,5.588,20.12
183,55,3.548,12.77
183,68,1.958,7.05
183,70,0.000,0.00
183,71,0.000,0.00
183,72,0.643,2.31
183,73,0.857,3.09
183,74,6.119,22.03
183,75,0.000,0.00
183,76,0.000,0.00
183,77,4.398,15.83
183,78,8.246,29.69
183,79,4.000,14.40
183,80,4.616,16.62
183,81,2.828,10.18
184,4,6.787,24.43
184,17,6.588,23.72
184,38,7.320,26.35
184,53,5.588,20.12
184,55,3.548,12.77
184,68,1.958,7.05
184,70,0.000,0.00
184,71,0.000,0.00
184,72,0.643,2.31
184,73,0.857,3.09
184,74,6.119,22.03
184,75,0.000,0.00
184,76,0.000,0.00
184,77,4.398,15.83
184,78,8.389,30.20
184,79,4.000,14.40
184,80,3.824,13.77
184,81,2.828,10.18
185,4,6.827,24.58
185,17,6.588,23.72
185,38,7.320,26.35
185,53,5.588,20.12
185,55,3.548,12.77
185,68,1.958,7.05
185,70,0.000,0.00
185,72,0.643,2.31
185,73,1.217,4.38
185,74,6.119,22.03
185,75,0.000,0.00
185,76,0.000,0.00
185,77,4.398,15.83
185,78,8.333,30.00
185,79,4.000,14.40
185,80,3.399,12.24
185,81,13.601,48.97
186,4,6.787,24.43
186,17,6.588,23.72
186,38,7.320,26.35
186,53,5.588,20.12
186,55,3.548,12.77
186,68,1.958,7.05
186,70,0.000,0.00
186,72,0.643,2.31
186,73,1.409,5.07
186,74,6.119,22.03
186,75,0.000,0.00
186,76,0.000,0.00
186,77,4.398,15.83
186,78,8.590,30.93
186,79,4.000,14.40
186,80,3.399,12.24
186,81,11.658,41.97
187,4,6.956,25.04
187,17,6.588,23.72
187,38,7.320,26.35
187,53,5.588,20.12
187,55,3.548,12.77
187,68,1.958,7.05
187,70,0.000,0.00
187,72,0.643,2.31
187,73,1.546,5.57
187,74,6.119,22.03
187,75,0.000,0.00
187,76,0.000,0.00
187,77,4.398,15.83
187,78,8.448,30.41
187,79,4.000,14.40
187,80,3.399,12.24
187,81,6.708,24.15
188,4,7.060,25.42
188,17,6.588,23.72
188,38,7.320,26.35
188,53,5.588,20.12
188,55,3.548,12.77
188,68,1.958,7.05
188,70,0.000,0.00
188,72,0.643,2.31
188,73,1.676,6.03
188,74,6.119,22.03
188,75,0.000,0.00
188,76,0.000,0.00
188,77,4.398,15.83
188,78,8.320,29.95
188,79,4.000,14.40
188,80,3.399,12.24
188,81,6.708,24.15
188,82,6.708,24.15
189,4,7.190,25.88
189,17,6.588,23.72
189,38,7.320,26.35
189,53,5.588,20.12
189,55,3.548,12.77
189,68,1.958,7.05
189,70,0.000,0.00
189,72,0.643,2.31
189,73,1.676,6.03
189,74,1.020,3.67
189,75,0.000,0.00
189,76,0.000,0.00
189,77,4.398,15.83
189,78,8.281,29.81
189,79,4.000,14.40
189,80,3.721,13.40
189,81,6.708,24.15
189,82,6.000,21.60
189,83,6.000,21.60
190,4,7.270,26.17
190,17,6.588,23.72
190,38,7.320,26.35
190,53,5.588,20.12
190,55,3.548,12.77
190,68,1.958,7.05
190,70,0.000,0.00
190,72,0.643,2.31
190,73,1.676,6.03
190,74,1.020,3.67
190,75,0.000,0.00
190,76,0.240,0.86
190,77,4.398,15.83
190,78,8.249,29.70
190,79,6.694,24.10
190,80,3.951,14.22
190,81,6.708,24.15
190,82,6.000,21.60
190,83,6.000,21.60
191,4,7.439,26.78
191,17,6.588,23.72
191,38,7.320,26.35
191,53,5.588,20.12
191,55,3.548,12.77
191,68,1.958,7.05
191,70,0.000,0.00
191,72,0.643,2.31
191,73,1.676,6.03
191,74,1.020,3.67
191,75,0.000,0.00
191,76,0.326,1.17
191,77,4.398,15.83
191,78,8.459,30.45
191,79,5.946,21.41
191,80,4.079,14.69
191,81,6.708,24.15
191,82,6.000,21.60
191,83,6.000,21.60
192,4,7.439,26.78
192,17,6.588,23.72
192,38,7.320,26.35
192,53,5.588,20.12
192,55,3.548,12.77
192,68,1.958,7.05
192,70,0.000,0.00
192,72,0.643,2.31
192,73,1.676,6.03
192,74,1.020,3.67
192,75,0.000,0.00
192,76,0.444,1.60
192,77,4.398,15.83
192,78,8.348,30.05
192,79,5.946,21.41
192,80,4.276,15.39
192,81,6.708,24.15
192,82,6.000,21.60
192,83,6.708,24.15
193,4,7.543,27.16
193,17,6.588,23.72
193,38,7.320,26.35
193,53,5.588,20.12
193,55,3.548,12.77
193,68,1.958,7.05
193,70,0.000,0.00
193,72,0.643,2.31
193,73,1.676,6.03
193,74,1.020,3.67
193,75,0.000,0.00
193,76,0.678,2.44
193,77,4.398,15.83
193,78,8.321,29.95
193,79,5.946,21.41
193,80,4.276,15.39
193,81,6.708,24.15
193,82,6.000,21.60
193,83,6.708,24.15
193,84,8.485,30.55
194,4,7.584,27.30
194,17,6.588,23.72
194,38,7.320,26.35
194,53,5.588,20.12
194,55,3.548,12.77
194,68,1.958,7.05
194,70,0.000,0.00
194,72,0.643,2.31
194,73,1.676,6.03
194,74,1.020,3.67
194,75,0.000,0.00
194,76,0.853,3.07
194,77,4.398,15.83
194,78,8.222,29.60
194,79,6.616,23.82
194,80,4.276,15.39
194,81,6.708,24.15
194,82,6.000,21.60
194,83,6.708,24.15
194,84,8.485,30.55
195,4,7.753,27.91
195,17,6.588,23.72
195,38,7.320,26.35
195,53,5.588,20.12
195,55,3.548,12.77
195,68,1.958,7.05
195,70,0.000,0.00
195,72,0.643,2.31
195,73,1.676,6.03
195,74,1.020,3.67
195,75,0.000,0.00
195,76,0.853,3.07
195,77,4.398,15.83
195,78,8.404,30.25
195,79,4.554,16.40
195,80,4.276,15.39
195,81,6.708,24.15
195,82,6.000,21.60
195,83,6.708,24.15
195,84,8.485,30.55
196,4,7.858,28.29
196,17,6.588,23.72
196,38,7.320,26.35
196,53,5.588,20.12
196,55,3.548,12.77
196,68,1.958,7.05
196,70,0.000,0.00
196,72,0.643,2.31
196,73,1.676,6.03
196,74,1.020,3.67
196,76,0.853,3.07
196,77,4.398,15.83
196,78,8.309,29.91
196,79,4.554,16.40
196,80,4.276,15.39
196,81,6.708,24.15
196,82,6.000,21.60
196,83,6.708,24.15
196,84,8.485,30.55
197,4,7.899,28.44
197,17,6.588,23.72
197,53,5.588,20.12
197,55,3.548,12.77
197,68,1.958,7.05
197,70,0.000,0.00
197,72,0.643,2.31
197,73,1.676,6.03
197,74,1.020,3.67
197,76,0.853,3.07
197,77,4.398,15.83
197,78,8.476,30.51
197,79,4.554,16.40
197,80,4.276,15.39
197,81,6.708,24.15
197,82,6.000,21.60
197,83,6.708,24.15
197,84,8.485,30.55
198,4,8.089,29.12
198,17,6.588,23.72
198,53,5.588,20.12
198,55,3.548,12.77
198,68,1.958,7.05
198,70,0.000,0.00
198,72,0.643,2.31
198,73,1.676,6.03
198,74,1.020,3.67
198,76,0.853,3.07
198,77,1.428,5.14
198,78,8.385,30.19
198,79,4.554,16.40
198,80,4.276,15.39
198,81,6.708,24.15
198,82,6.000,21.60
198,83,7.518,27.06
198,84,8.485,30.55
199,4,8.195,29.50
199,17,6.588,23.72
199,53,5.588,20.12
199,55,3.548,12.77
199,68,1.958,7.05
199,70,0.000,0.00
199,72,0.643,2.31
199,73,1.676,6.03
199,74,1.020,3.67
199,76,0.853,3.07
199,77,1.428,5.14
199,78,8.301,29.88
199,79,4.554,16.40
199,80,4.276,15.39
199,81,6.708,24.15
199,82,6.000,21.60
199,83,7.518,27.06
199,84,8.485,30.55
200,4,8.406,30.26
200,17,6.588,23.72
200,53,5.588,20.12
200,55,3.548,12.77
200,68,1.958,7.05
200,70,0.000,0.00
200,72,0.643,2.31
200,73,1.676,6.03
200,74,1.020,3.67
200,76,0.853,3.07
200,77,1.428,5.14
200,78,8.452,30.43
200,79,4.554,16.40
200,80,4.276,15.39
200,81,6.708,24.15
200,82,6.000,21.60
200,83,7.518,27.06
200,84,8.485,30.55
201,4,8.450,30.42
201,17,6.588,23.72
201,53,5.588,20.12
201,55,3.548,12.77
201,68,1.958,7.05
201,70,0.000,0.00
201,72,0.643,2.31
201,73,1.676,6.03
201,74,1.020,3.67
201,76,0.853,3.07
201,77,1.428,5.14
201,78,8.428,30.34
201,79,4.554,16.40
201,80,4.276,15.39
201,81,6.708,24.15
201,82,6.000,21.60
201,83,7.518,27.06
201,84,8.485,30.55
202,4,8.617,31.02
202,17,6.588,23.72
202,53,5.588,20.12
202,55,3.548,12.77
202,68,1.958,7.05
202,70,0.000,0.00
202,72,0.643,2.31
202,73,1.676,6.03
202,74,1.020,3.67
202,76,0.853,3.07
202,77,1.428,5.14
202,78,8.349,30.06
202,79,4.554,16.40
202,80,4.276,15.39
202,81,6.708,24.15
202,82,6.000,21.60
202,83,7.029,25.30
202,84,3.650,13.14
203,4,8.661,31.18
203,17,6.588,23.72
203,53,5.588,20.12
203,55,3.548,12.77
203,68,1.958,7.05
203,70,0.000,0.00
203,72,0.643,2.31
203,73,1.676,6.03
203,74,1.020,3.67
203,76,0.853,3.07
203,77,1.428,5.14
203,78,8.275,29.79
203,79,4.554,16.40
203,80,4.276,15.39
203,81,6.708,24.15
203,82,6.000,21.60
203,83,7.029,25.30
203,84,3.650,13.14
204,4,8.811,31.72
204,17,6.588,23.72
204,55,3.548,12.77
204,68,1.958,7.05
204,70,0.000,0.00
204,72,0.643,2.31
204,73,1.676,6.03
204,74,1.020,3.67
204,76,0.853,3.07
204,77,1.428,5.14
204,78,8.411,30.28
204,79,4.554,16.40
204,80,4.276,15.39
204,81,6.708,24.15
204,82,6.000,21.60
204,83,7.029,25.30
204,84,3.650,13.14
205,4,8.962,32.26
205,17,6.588,23.72
205,55,3.548,12.77
205,68,1.958,7.05
205,72,0.643,2.31
205,73,1.676,6.03
205,74,1.020,3.67
205,76,0.853,3.07
205,77,1.428,5.14
205,78,8.339,30.02
205,79,4.554,16.40
205,80,4.276,15.39
205,81,6.708,24.15
205,82,6.000,21.60
205,83,7.029,25.30
205,84,3.721,13.40
206,4,9.114,32.81
206,17,6.588,23.72
206,55,3.548,12.77
206,68,1.958,7.05
206,72,0.643,2.31
206,73,1.676,6.03
206,74,1.020,3.67
206,76,0.853,3.07
206,77,1.428,5.14
206,78,8.466,30.48
206,79,4.554,16.40
206,80,4.276,15.39
206,81,6.708,24.15
206,82,6.000,21.60
206,83,7.029,25.30
206,84,3.721,13.40
206,85,8.485,30.55
207,4,9.281,33.41
207,17,6.588,23.72
207,68,1.958,7.05
207,72,0.643,2.31
207,73,1.676,6.03
207,74,1.020,3.67
207,76,0.853,3.07
207,77,1.428,5.14
207,78,8.396,30.23
207,79,4.554,16.40
207,80,4.276,15.39
207,81,6.708,24.15
207,82,6.000,21.60
207,83,7.029,25.30
207,84,3.600,12.96
207,85,8.485,30.55
208,4,9.494,34.18
208,17,6.588,23.72
208,68,1.958,7.05
208,72,0.643,2.31
208,73,1.676,6.03
208,74,1.020,3.67
208,76,0.853,3.07
208,77,1.428,5.14
208,78,8.377,30.16
208,79,4.554,16.40
208,80,4.276,15.39
208,81,6.708,24.15
208,82,6.000,21.60
208,83,7.029,25.30
208,84,3.769,13.57
208,85,7.211,25.96
209,4,9.632,34.68
209,17,6.588,23.72
209,72,0.643,2.31
209,73,1.676,6.03
209,74,1.020,3.67
209,76,0.853,3.07
209,77,1.428,5.14
209,78,8.313,29.93
209,79,4.554,16.40
209,80,4.276,15.39
209,81,6.708,24.15
209,82,6.000,21.60
209,83,7.029,25.30
209,84,3.547,12.77
209,85,7.211,25.96
210,4,9.739,35.06
210,17,6.588,23.72
210,72,0.643,2.31
210,73,1.676,6.03
210,74,1.020,3.67
210,76,0.853,3.07
210,77,1.428,5.14
210,78,8.384,30.18
210,79,4.554,16.40
210,80,4.276,15.39
210,81,6.708,24.15
210,82,6.000,21.60
210,83,7.029,25.30
210,84,3.727,13.42
210,85,7.211,25.96
211,4,9.940,35.78
211,17,6.588,23.72
211,72,0.643,2.31
211,73,1.676,6.03
211,74,1.020,3.67
211,76,0.853,3.07
211,77,1.428,5.14
211,78,8.323,29.96
211,79,4.554,16.40
211,80,4.276,15.39
211,81,6.708,24.15
211,82,6.000,21.60
211,83,7.029,25.30
211,84,3.727,13.42
211,85,7.211,25.96
212,4,10.153,36.55
212,17,6.588,23.72
212,72,0.643,2.31
212,73,1.676,6.03
212,74,1.020,3.67
212,76,0.853,3.07
212,77,1.428,5.14
212,78,8.306,29.90
212,79,4.554,16.40
212,80,4.276,15.39
212,81,6.708,24.15
212,82,6.000,21.60
212,83,7.029,25.30
212,84,3.727,13.42
212,85,7.211,25.96
213,4,10.308,37.11
213,17,6.588,23.72
213,73,1.676,6.03
213,74,1.020,3.67
213,76,0.853,3.07
213,77,1.428,5.14
213,78,8.306,29.90
213,79,4.554,16.40
213,80,4.276,15.39
213,81,6.708,24.15
213,82,6.000,21.60
213,83,7.029,25.30
213,84,4.010,14.44
213,85,7.387,26.59
214,4,10.629,38.26
214,73,1.676,6.03
214,74,1.020,3.67
214,76,0.853,3.07
214,77,1.428,5.14
214,78,8.317,29.94
214,79,4.554,16.40
214,80,4.276,15.39
214,81,6.708,24.15
214,82,6.000,21.60
214,83,7.029,25.30
214,84,3.905,14.06
214,85,7.180,25.85
215,4,10.775,38.79
215,73,1.676,6.03
215,74,1.020,3.67
215,76,0.853,3.07
215,77,1.428,5.14
215,78,8.262,29.74
215,79,4.554,16.40
215,80,4.276,15.39
215,81,6.708,24.15
215,82,6.000,21.60
215,83,7.029,25.30
215,84,3.948,14.21
215,85,7.023,25.28
216,4,10.882,39.18
216,73,1.676,6.03
216,74,1.020,3.67
216,76,0.853,3.07
216,77,1.428,5.14
216,78,8.364,30.11
216,79,4.554,16.40
216,80,4.276,15.39
216,81,6.708,24.15
216,82,6.000,21.60
216,83,7.029,25.30
216,84,3.824,13.77
216,85,6.900,24.84
217,4,10.940,39.38
217,73,1.676,6.03
217,74,1.020,3.67
217,76,0.853,3.07
217,77,1.428,5.14
217,78,8.311,29.92
217,79,2.526,9.09
217,80,4.276,15.39
217,81,6.708,24.15
217,82,6.000,21.60
217,83,7.029,25.30
217,84,3.907,14.06
217,85,6.900,24.84
218,4,10.950,39.42
218,73,1.676,6.03
218,74,1.020,3.67
218,76,0.853,3.07
218,77,1.428,5.14
218,78,8.260,29.74
218,79,1.917,6.90
218,80,4.276,15.39
218,82,6.000,21.60
218,83,7.029,25.30
218,84,3.984,14.34
218,85,6.900,24.84
219,4,11.008,39.63
219,74,1.020,3.67
219,76,0.853,3.07
219,77,1.428,5.14
219,78,8.322,29.96
219,79,1.917,6.90
219,80,4.276,15.39
219,82,6.000,21.60
219,83,7.029,25.30
219,84,3.881,13.97
219,85,7.094,25.54
220,4,11.067,39.84
220,76,0.853,3.07
220,77,1.428,5.14
220,78,8.273,29.78
220,79,1.917,6.90
220,80,4.276,15.39
220,83,7.029,25.30
220,84,3.742,13.47
220,85,6.986,25.15
221,4,11.044,39.76
221,76,0.853,3.07
221,77,1.428,5.14
221,78,8.259,29.73
